"m","Re_omega","Im_omega"
120.,113.13708498984761,9.665169193032452e-30
120.2,113.32564679816402,8.516119331533478e-30
120.4,113.51420860648042,7.503589205404649e-30
120.6,113.70277041479684,6.611369236043127e-30
120.8,113.89133222311325,5.825173202238431e-30
121.,114.07989403142967,5.132410178579434e-30
121.2,114.26845583974608,4.521983497247705e-30
121.4,114.45701764806249,3.984113533462132e-30
121.6,114.64557945637891,3.510181493426787e-30
121.8,114.83414126469532,3.0925917174614365e-30
122.,115.02270307301173,2.7246503053497852e-30
122.2,115.21126488132815,2.4004581304878266e-30
122.4,115.39982668964456,2.114816538266611e-30
122.6,115.58838849796096,1.86314422590764e-30
122.8,115.77695030627739,1.6414039788840493e-30
123.,115.96551211459379,1.4460380959279935e-30
123.2,116.1540739229102,1.273911472932273e-30
123.4,116.34263573122662,1.1222614379964404e-30
123.6,116.53119753954303,9.886535373793586e-31
123.8,116.71975934785945,8.709425669078458e-31
124.,116.90832115617586,7.672382269593989e-31
124.2,117.09688296449227,6.758748528129622e-31
124.4,117.28544477280869,5.953847371154565e-31
124.6,117.4740065811251,5.244746184751009e-31
124.8,117.6625683894415,4.620049606753195e-31
125.,117.85113019775793,4.069716915075069e-31
125.2,118.03969200607433,3.5849010945457824e-31
125.4,118.22825381439074,3.157807010438251e-31
125.6,118.41681562270716,2.7815664217716283e-31
125.8,118.60537743102357,2.4501278362435933e-31
126.,118.79393923933998,2.1581594455787416e-31
126.2,118.9825010476564,1.9009635889354674e-31
126.4,119.1710628559728,1.674401376119595e-31
126.6,119.35962466428923,1.4748262646396205e-31
126.8,119.54818647260564,1.2990255276897547e-31
127.,119.73674828092204,1.1441686762413227e-31
127.2,119.92531008923847,1.007762009569055e-31
127.4,120.11387189755487,8.876085665072668e-32
127.6,120.30243370587128,7.817728360831105e-32
127.8,120.4909955141877,6.885496622863764e-32
128.,120.67955732250411,6.064368448211361e-32
128.2,120.86811913082052,5.341109968136255e-32
128.4,121.05668093913694,4.704062725661826e-32
128.6,121.24524274745335,4.142956243801613e-32
128.8,121.43380455576977,3.6487428795442344e-32
129.,121.62236636408618,3.213452315463212e-32
129.2,121.81092817240258,2.830063355285643e-32
129.4,121.999489980719,2.4923909669005004e-32
